Mean-H,Mean-S,Mean-V,eccentricity,metric,Penyakit
46.03020349981238,125.92377222847624,161.86404706991388,0.9839752279153603,0.399519490017447,kresek
30.842433107619485,88.70249326145553,180.25023215107487,0.9813024650261938,0.46552713241367355,kresek
38.08330213539037,102.17963775560547,170.40877939136442,0.9854660644585315,0.36262318015409456,kresek
31.587106380469393,92.13542870621535,159.31442092227857,0.9804365289348247,0.486874136329678,kresek
57.28453906097527,74.78483877937937,156.42497630133548,0.9793036520178506,0.5147732938567651,kresek
77.80095566977192,77.0501216980899,145.72939472188588,0.9796139534643701,0.5071347630667721,kresek
138.37030245672148,77.31192328167515,130.09351709452267,0.9792447491274695,0.5162230026692917,kresek
48.08997914735867,74.4491311399444,140.31718489341984,0.9803237127854418,0.48965388562349776,kresek
112.52197058418297,107.83150833562965,125.67788130338937,0.9808776274839442,0.47600255657277896,kresek
87.623255195549,72.2828055964654,153.43475085910652,0.9812630395337972,0.4664994567395744,kresek
75.24296523481439,77.89866159308211,147.63661768841393,0.9799493999260971,0.4988745283463806,kresek
124.1453403902034,88.0985194409852,119.16960702919607,0.9794817045746604,0.5103905617316122,kresek
47.309918699186994,108.25528455284552,154.3916144018583,0.9827158415510827,0.43064417728779375,kresek
53.31593476598998,85.54527308247685,140.09072135394547,0.9785979254755837,0.5321367898756818,kresek
99.91919750951227,93.44599001828334,133.81961259079904,0.9819978467103895,0.4483709819249138,kresek
60.39016790667072,104.5925811696528,113.68852331966798,0.9842542205775915,0.39261902480977995,kresek
56.673090763694525,84.2897081167533,129.56898440623752,0.9834986779376338,0.41130171465712145,kresek
124.78701470815697,103.9415136324648,116.41673052856561,0.9824843599647487,0.43636071554005657,kresek
82.98024326015539,97.451717335002,144.02020649736664,0.9832250609134895,0.4180640443251042,kresek
130.01538194769162,93.21975435643256,112.26855185635462,0.979070368025424,0.5205143321328606,kresek
138.74959322596712,76.73950689025402,138.0412003984725,0.9812678997074442,0.4663795956662441,kresek
144.16957465277778,69.98204089506173,142.72521219135803,0.9806726163167045,0.4810559931455734,kresek
37.339655212634426,109.37717533300675,128.6303129446894,0.9806110927186668,0.4825723171529677,kresek
38.20841629499841,110.4178281299777,181.3666623526601,0.9833943412343402,0.4138805743439731,kresek
35.226321781161936,94.9951710430547,161.960505197544,0.986021131764671,0.3488716991653528,kresek
48.602183168397275,88.4710874404849,188.91788946846714,0.9917993285739407,0.20526025171394469,kresek
41.00685587466165,84.91668578244713,217.30785486534845,0.9685712308218852,0.7774784700020914,kresek
48.672066395663954,105.78065718157181,182.4244918699187,0.9916336623467226,0.2093894085489421,kresek
39.760399852031206,88.75513687113263,221.58831046542912,0.9682806733806028,0.784550405343783,kresek
65.13005604288499,86.9812350478469,195.99753566365408,0.9978928919643169,0.05290160751917745,kresek
52.06332494036576,91.14948096121566,187.58697543952647,0.9959647124217882,0.10121321341473088,kresek
34.50484027777778,61.126576388888886,225.50743402777778,0.9697467189391561,0.7488463750991846,kresek
40.384309095539045,75.77053093964858,207.3741752899507,0.9723438501745418,0.6854633097541013,kresek
140.2667439942262,89.05834751005258,138.6513300340241,0.9817599221455571,0.45424231967307754,kresek
49.231864672053575,111.7684356118512,166.84210222998715,0.9823530753062021,0.43960224868728737,kresek
133.70313029030032,61.78249106527055,173.5634553890526,0.9802400439941205,0.49171524792430293,kresek
129.2329473077188,79.55939285960201,148.73436746884252,0.9805337673510842,0.4844779600974031,kresek
32.032074898785424,89.82235155195681,160.45236504723346,0.981834479996703,0.45240258568427777,kresek
35.66220960331327,100.29613990810846,136.79579207920793,0.9776072544025076,0.556489861757186,kresek
38.19223587783583,107.18938909148287,146.77381526350854,0.9803805061477883,0.48825455761021785,kresek
32.29866188345701,106.06898938782192,156.28801219445657,0.9786883814189469,0.529911936837723,kresek
45.21733711048159,125.99721546408932,105.46914180969839,0.981393737344221,0.46327599489330074,kresek
39.459245062256606,97.8137606307738,138.03899769484659,0.9816965404305662,0.45580616978656446,kresek
37.75947383707599,90.54387620954797,144.3618860540838,0.9778448475310537,0.5506515010554109,kresek
102.67511864543114,80.8403836872587,137.60140564671815,0.9793372789546306,0.5139456337981957,kresek
35.23227658186563,115.04738638834529,173.65594259621656,0.9773760276194838,0.5621704204176392,kresek
137.7050634473905,90.08062262380882,126.13120895669778,0.9816740685318152,0.45636060642143483,kresek
33.750893326056286,92.44044836214975,151.11127701860795,0.9786216326283206,0.5315537089847944,kresek
57.85364436835025,96.8926923632806,108.51754088518794,0.9926360588474374,0.18439458292356314,kresek
34.4234153777708,88.5225393211379,149.22561566041193,0.9807024404233563,0.4803209074769799,kresek
36.27871830245697,91.91320457232952,127.42643542241493,0.9801829844242368,0.49312093338550583,kresek
37.066794147544535,84.06304887600193,150.36704077721674,0.9813327856781742,0.4647793280508933,kresek
34.10462954958071,71.32594881991874,156.38158554508516,0.9765394567404112,0.5827112690099516,kresek
38.459778727774264,102.42045603811661,136.8359415115293,0.9792071542804756,0.5171482356306241,kresek
37.61288462661295,104.60178130048072,127.80797376462117,0.9803861431635729,0.488115663117376,kresek
119.25527396574176,94.80048081738956,119.5865796854653,0.9835197385305592,0.41078113297311813,kresek
33.877494847597355,105.66680564594859,171.08828235166504,0.9828473246418659,0.4273965455749472,kresek
117.56477447842579,91.10888849375692,127.36807284257942,0.9913799703760657,0.21571123087568247,kresek
89.01119726546746,81.07809853190288,137.27182987819634,0.9781026463890642,0.5443150213901846,kresek
80.88092827841736,82.67443429932513,137.22371311366945,0.9792630632287491,0.5157722681870895,kresek
51.000316392361846,88.85536601445692,142.5568770455134,0.9795236444802911,0.5093581024454199,kresek
37.4977339696368,102.9631730030107,149.1730310358081,0.9805322710606676,0.48451483390430533,kresek
36.94317643001853,102.77208069313332,156.90110834518728,0.9806344326769175,0.4819970866537695,kresek
35.280629539951576,104.5863196125908,159.60849420849422,0.9807255469532885,0.47975137701038395,kresek
38.3204232448774,101.11042996305005,150.23349009069534,0.9793064148038337,0.5147052944552528,kresek
49.89781603049886,82.12368659630852,188.27112487795807,0.9923220225182847,0.1922278168437213,kresek
54.459329567056685,69.34539746713433,188.928475327318,0.987554253216571,0.31084924506024275,kresek
43.57948060085692,100.04707107656353,175.7767320361056,0.9800521599187335,0.49634353883459664,kresek
48.03817978896104,88.00202245670995,174.14532602813853,0.9888205945998816,0.27939856925837264,kresek
36.01347791641909,85.58138905393807,176.81336568297354,0.9838001267923027,0.40384935458640664,kresek
41.18566736677374,57.722525945144554,212.94437237459846,0.9718691715827804,0.6970605153617111,kresek
40.30744894310235,116.7834055149396,159.23822413382072,0.9781823740935476,0.5423550431329175,kresek
39.17087150753388,111.08063526917543,133.93953206632847,0.9796010655754679,0.5074520657532022,kresek
36.49932940205469,102.52879770204818,148.1531162442171,0.981324330214386,0.46498786918508095,kresek
37.55085347908346,116.1513643052344,156.4228967836872,0.9808261009364092,0.47727276305771177,kresek
39.02721693680996,119.20844785059901,126.16595313601128,0.9801111315639258,0.4948909411094037,kresek
54.543432878633354,118.13445388194799,111.70042787480877,0.979892891889899,0.5002662141717418,kresek
31.307161826722897,104.98733184754177,156.511580499653,0.9799247202472733,0.4994823519286246,kresek
39.449174544879455,110.45847025022844,171.7267805053771,0.9778904246760346,0.5495313746136699,kresek
41.05515700598421,115.65956240450726,120.71957362490451,0.981128685172866,0.4698126543185823,kresek
46.163931888544894,104.91317533685083,145.6748637334845,0.9810121038075535,0.4726871996851378,kresek
51.54473995271868,112.43165067445418,125.34642261159783,0.9804875140263319,0.4856177770884633,kresek
44.028066576748714,56.01441497133865,232.7407459443258,0.9721882972060532,0.6892643572361387,kresek
61.165638022893916,86.21954620984333,209.52149272036715,0.9771513124082788,0.5676897214897598,kresek
54.237028167407914,79.5879590033071,204.96300533128064,0.9714336197875482,0.7076968047915965,kresek
52.41023302023121,77.48650650289018,206.9687409682081,0.996567751661818,0.08611377334038893,kresek
49.99205073240443,80.37742497320471,210.24251964987496,0.9820691833951617,0.44661030735362633,kresek
44.51423402725681,103.92786087146787,130.73149537384347,0.9798406359041485,0.5015531086321179,kresek
44.02067924063116,97.41004581689678,157.9959884533202,0.9788121841185947,0.526866554145013,kresek
48.254610667141556,95.99926262716204,167.9560358836231,0.9899657082601927,0.2509239874172899,kresek
42.622020941032154,104.80866847746722,115.86309836735886,0.9818122423560872,0.45295131975762404,kresek
34.52837556985787,98.04164655403594,162.39020514883347,0.9780669725830704,0.5451919531916419,kresek
43.770944384291845,112.82435295464957,124.75541893974098,0.989798681617958,0.2550793518946123,kresek
44.22606777493606,113.7825063938619,149.08404411764707,0.98247395905725,0.43661753885094895,kresek
33.34723655305552,99.83056933164691,163.34166347690055,0.9804948640074361,0.48543665568382105,kresek
44.54057591623037,113.14318413995659,135.65079811007533,0.9792987713761541,0.5148934187673568,kresek
40.58066153594236,119.11039790404453,129.82973909721085,0.977416895853481,0.5611665064573098,kresek
44.38214815393022,121.09227031457341,127.23446452267582,0.9804139775067011,0.4874298209775819,kresek
41.19235296258994,113.1732111004599,143.87484680443146,0.9783605933830438,0.5379732288988317,kresek
43.550332364128444,113.01302483358936,150.36756638139127,0.9896602298695848,0.2585232857342318,kresek
61.20424320704171,127.53378779181018,79.25415231534635,0.9899595355969247,0.2510775662077264,blas
47.622369539802314,193.21995119920643,96.541338966238,0.9827454789085756,0.42991217263042814,blas
60.953091228952,146.89907011812014,101.67055792912792,0.9960247168318287,0.0997111783765824,blas
50.46161321671526,163.7010464900246,96.38484679586121,0.9869109961314232,0.32680965114436916,blas
64.67424546442605,129.53622188780201,116.4650503023716,0.9810551578817145,0.4716256556607763,blas
81.23701501092681,98.74852756779995,140.49928796618065,0.9823672552824119,0.4392521535283757,blas
68.35366070121505,120.06500603864734,134.3034731371688,0.9799972415213593,0.4976962178002688,blas
75.39720625224578,109.73863636363636,112.41067193675889,0.9888539856080091,0.2785687295223456,blas
77.43882942994044,108.11892287253892,111.8460809338289,0.9779420955952304,0.5482614214202318,blas
56.28875806837198,144.96482787473104,67.21409076420431,0.9925981654156336,0.18533991752932846,blas
72.90365717950169,114.91704860521699,85.11180897414134,0.986155318966989,0.3455461242851757,blas
70.14637378398604,118.81433441423464,95.44863640143012,0.9832309489638085,0.4179185434476426,blas
55.20231139371026,150.30599472990778,68.13886979435183,0.9903800183191767,0.24061356740961107,blas
69.31532434402332,121.70008807094267,100.71786929057338,0.9858176771807362,0.3539130712605788,blas
55.71110128261831,121.08661850705194,61.37422969187675,0.9855209745584784,0.36126315836395545,blas
80.66767826530139,98.32572510772367,123.39197516563962,0.9781980863290903,0.5419687640766925,blas
76.7157842190016,105.9521578099839,141.72029307568437,0.9790311411474099,0.5214795576866207,blas
77.17647229531032,104.00284398699891,114.95616003714595,0.9794564864244213,0.5110113504630224,blas
84.76696700891713,100.45546669460548,110.4876273738291,0.9797099449565793,0.5047712998770447,blas
78.15805682684973,110.17814645308924,132.4236317696415,0.9778729359334047,0.5499611927694121,blas
75.80407731221818,106.20439623886506,127.27867040580666,0.9771037602254303,0.5688575029326856,blas
75.12717499457845,110.64953087726907,133.53107977956654,0.9784943523550904,0.534684020271048,blas
80.8910898124171,98.73073643655655,150.0754989578728,0.9885567881308585,0.2859537529696713,blas
67.17199469011142,124.31769019846797,93.32721100278552,0.9852306512808194,0.36845307104087494,blas
73.05533084613869,122.96365248226951,127.11518974093775,0.9821658581831231,0.44422405402763065,blas
70.86670998050877,129.22880953570893,129.54038182817732,0.9815832411907309,0.45860140947589445,blas
59.33112511844436,144.31409796893666,93.84917809912248,0.9911776948920489,0.22075063214771232,blas
